,candidate,Senate_votes,total_votes,Biden_votes,senatePRC,bidenPRC,difference
"Maine, LaGrange",Sara Gideon,91,355,101,25.63380282,28.45070423,2.816901408
"Maine, Lake View Plt.",Sara Gideon,36,114,40,31.57894737,35.0877193,3.50877193
"Maine, Lakeville",Sara Gideon,22,68,29,32.35294118,42.64705882,10.29411765
"Maine, Lamoine",Sara Gideon,482,1199,616,40.20016681,51.37614679,11.17597998
"Maine, Lebanon",Sara Gideon,995,3514,1232,28.31531019,35.05976096,6.744450768
"Maine, Lee",Sara Gideon,104,506,140,20.55335968,27.66798419,7.114624506
"Maine, Leeds",Sara Gideon,392,1362,505,28.78120411,37.07782673,8.296622614
"Maine, Levant",Sara Gideon,344,1659,477,20.73538276,28.7522604,8.016877637
"Maine, Lewiston",Sara Gideon,8006,17380,9616,46.06444189,55.32796318,9.263521289
"Maine, Liberty",Sara Gideon,206,582,265,35.395189,45.53264605,10.13745704
"Maine, Limerick",Sara Gideon,664,1839,813,36.10657966,44.20880914,8.102229473
"Maine, Limestone",Sara Gideon,224,762,325,29.39632546,42.65091864,13.25459318
"Maine, Limington",Sara Gideon,675,2301,856,29.33507171,37.20121686,7.866145154
"Maine, Lincoln",Sara Gideon,575,2575,813,22.33009709,31.57281553,9.242718447
"Maine, Lincoln Plt.",Sara Gideon,7,32,12,21.875,37.5,15.625
"Maine, Linneus",Sara Gideon,61,500,93,12.2,18.6,6.4
"Maine, Lisbon",Sara Gideon,1743,5251,2190,33.19367739,41.70634165,8.512664254
"Maine, Litchfield",Sara Gideon,623,2166,850,28.76269621,39.24284395,10.48014774
"Maine, Littleton",Sara Gideon,98,522,141,18.77394636,27.01149425,8.237547893
"Maine, Livermore",Sara Gideon,449,1379,573,32.55982596,41.55184917,8.992023205
"Maine, Livermore Falls",Sara Gideon,459,1394,540,32.92682927,38.7374462,5.81061693
"Maine, Lovell",Sara Gideon,317,763,399,41.54652687,52.29357798,10.74705111
"Maine, Lowell",Sara Gideon,38,256,56,14.84375,21.875,7.03125
"Maine, Lubec",Sara Gideon,351,886,457,39.61625282,51.58013544,11.96388262
"Maine, Ludlow",Sara Gideon,56,251,78,22.31075697,31.07569721,8.764940239
"Maine, Lyman",Sara Gideon,1007,2944,1315,34.20516304,44.66711957,10.46195652
"Maine, Machias",Sara Gideon,303,899,395,33.70411568,43.93770857,10.23359288
"Maine, Machiasport",Sara Gideon,176,566,216,31.09540636,38.16254417,7.067137809
"Maine, Macwahoc Plt.",Sara Gideon,8,43,12,18.60465116,27.90697674,9.302325581
"Maine, Madawaska",Sara Gideon,894,2104,1143,42.4904943,54.32509506,11.83460076
"Maine, Madison",Sara Gideon,668,2379,928,28.0790248,39.00798655,10.92896175
"Maine, Magalloway Plt.",Sara Gideon,5,15,6,33.33333333,40,6.666666667
"Maine, Manchester",Sara Gideon,624,1693,832,36.85764914,49.14353219,12.28588305
"Maine, Mapleton",Sara Gideon,275,1153,406,23.85082394,35.21248916,11.36166522
"Maine, Mariaville",Sara Gideon,84,306,113,27.45098039,36.92810458,9.477124183
"Maine, Mars Hill",Sara Gideon,139,737,222,18.86024423,30.12211669,11.26187246
"Maine, Marshfield",Sara Gideon,60,316,102,18.98734177,32.27848101,13.29113924
"Maine, Masardis",Sara Gideon,25,124,34,20.16129032,27.41935484,7.258064516
"Maine, Matinicus Isle Plt.",Sara Gideon,23,51,36,45.09803922,70.58823529,25.49019608
"Maine, Mattawamkeag",Sara Gideon,99,388,120,25.51546392,30.92783505,5.412371134
"Maine, Maxfield",Sara Gideon,13,70,17,18.57142857,24.28571429,5.714285714
"Maine, Mechanic Falls",Sara Gideon,506,1696,650,29.83490566,38.3254717,8.490566038
"Maine, Meddybemps",Sara Gideon,21,105,28,20,26.66666667,6.666666667
"Maine, Medford",Sara Gideon,31,160,46,19.375,28.75,9.375
"Maine, Medway",Sara Gideon,147,750,195,19.6,26,6.4
"Maine, Mercer",Sara Gideon,131,477,183,27.46331237,38.36477987,10.90146751
"Maine, Merrill",Sara Gideon,22,135,43,16.2962963,31.85185185,15.55555556
"Maine, Mexico",Sara Gideon,456,1263,556,36.10451306,44.02216944,7.917656374
"Maine, Milbridge",Sara Gideon,251,728,326,34.47802198,44.78021978,10.3021978
"Maine, Milford",Sara Gideon,653,1854,861,35.22114347,46.44012945,11.21898598
"Maine, Millinocket",Sara Gideon,735,2386,1049,30.80469405,43.96479464,13.16010059
"Maine, Milo",Sara Gideon,321,1223,410,26.24693377,33.52412101,7.277187244
"Maine, Minot",Sara Gideon,515,1776,676,28.99774775,38.06306306,9.065315315
"Maine, Monmouth",Sara Gideon,859,2575,1079,33.3592233,41.90291262,8.54368932
"Maine, Monroe",Sara Gideon,232,603,308,38.47429519,51.07794362,12.60364842
"Maine, Monson",Sara Gideon,132,473,173,27.90697674,36.57505285,8.66807611
"Maine, Monticello",Sara Gideon,62,428,96,14.48598131,22.42990654,7.943925234
"Maine, Montville",Sara Gideon,281,654,346,42.96636086,52.90519878,9.93883792
"Maine, Moose River",Sara Gideon,10,122,13,8.196721311,10.6557377,2.459016393
"Maine, Moro Plt.",Sara Gideon,0,28,2,0,7.142857143,7.142857143
"Maine, Morrill",Sara Gideon,193,607,242,31.79571664,39.86820428,8.072487644
"Maine, Moscow",Sara Gideon,58,279,74,20.78853047,26.52329749,5.734767025
"Maine, Mount Chase",Sara Gideon,24,122,39,19.67213115,31.96721311,12.29508197
"Maine, Mount Vernon",Sara Gideon,463,1158,576,39.98272884,49.74093264,9.7582038
"Maine, Naples",Sara Gideon,844,2495,1039,33.82765531,41.64328657,7.815631263
"Maine, Nashville Plt.",Sara Gideon,4,23,7,17.39130435,30.43478261,13.04347826
"Maine, New Canada",Sara Gideon,54,155,61,34.83870968,39.35483871,4.516129032
"Maine, New Gloucester",Sara Gideon,1372,3607,1720,38.03714999,47.68505683,9.647906848
"Maine, New Limerick",Sara Gideon,77,370,115,20.81081081,31.08108108,10.27027027
"Maine, New Portland",Sara Gideon,144,486,185,29.62962963,38.06584362,8.436213992
"Maine, New Sharon",Sara Gideon,283,956,391,29.60251046,40.89958159,11.29707113
"Maine, New Sweden",Sara Gideon,110,352,137,31.25,38.92045455,7.670454545
"Maine, New Vineyard",Sara Gideon,105,459,154,22.87581699,33.55119826,10.67538126
"Maine, Newburgh",Sara Gideon,274,1000,366,27.4,36.6,9.2
"Maine, Newfield",Sara Gideon,279,962,362,29.002079,37.62993763,8.627858628
"Maine, Newport",Sara Gideon,430,1741,584,24.69844917,33.54394026,8.845491097
"Maine, Nobleboro",Sara Gideon,589,1315,729,44.79087452,55.43726236,10.64638783
"Maine, Norridgewock",Sara Gideon,461,1869,687,24.66559658,36.7576244,12.09202782
"Maine, North Berwick",Sara Gideon,1169,3103,1465,37.67321947,47.21237512,9.539155656
"Maine, Northfield",Sara Gideon,27,123,38,21.95121951,30.89430894,8.943089431
"Maine, Norway",Sara Gideon,1149,2860,1400,40.17482517,48.95104895,8.776223776
"Maine, Oakfield",Sara Gideon,78,402,111,19.40298507,27.6119403,8.208955224
"Maine, Oakland",Sara Gideon,1261,3626,1681,34.77661335,46.35962493,11.58301158
"Maine, Old Town",Sara Gideon,1849,4262,2365,43.38338808,55.4903801,12.10699202
"Maine, Orient",Sara Gideon,22,87,22,25.28735632,25.28735632,0
"Maine, Orland",Sara Gideon,537,1427,691,37.63139453,48.42326559,10.79187106
"Maine, Orrington",Sara Gideon,788,2564,1089,30.73322933,42.47269891,11.73946958
"Maine, Osborn",Sara Gideon,5,43,10,11.62790698,23.25581395,11.62790698
"Maine, Otis",Sara Gideon,110,485,153,22.68041237,31.54639175,8.865979381
"Maine, Otisfield",Sara Gideon,431,1171,535,36.80614859,45.68744663,8.881298036
"Maine, Owl's Head",Sara Gideon,459,1077,584,42.6183844,54.22469824,11.60631383
"Maine, Oxbow Plt.",Sara Gideon,8,35,13,22.85714286,37.14285714,14.28571429
"Maine, Oxford",Sara Gideon,624,2336,807,26.71232877,34.54623288,7.83390411
"Maine, Oxford Cty Townships",Sara Gideon,116,325,152,35.69230769,46.76923077,11.07692308
"Maine, Palermo",Sara Gideon,290,945,381,30.68783069,40.31746032,9.62962963
"Maine, Palmyra",Sara Gideon,232,1148,325,20.20905923,28.31010453,8.101045296
"Maine, Paris",Sara Gideon,983,2848,1280,34.51544944,44.94382022,10.42837079
"Maine, Parkman",Sara Gideon,118,488,148,24.18032787,30.32786885,6.147540984
"Maine, Parsonsfield",Sara Gideon,343,1060,469,32.35849057,44.24528302,11.88679245
"Maine, Passadumkeag",Sara Gideon,37,222,55,16.66666667,24.77477477,8.108108108
"Maine, Patten",Sara Gideon,99,506,149,19.56521739,29.44664032,9.881422925
"Maine, Pembroke",Sara Gideon,172,482,208,35.6846473,43.15352697,7.468879668
"Maine, Penobscot",Sara Gideon,372,850,512,43.76470588,60.23529412,16.47058824
"Maine, Penobscot Cty Townships",Sara Gideon,112,506,150,22.13438735,29.64426877,7.509881423
"Maine, Perham",Sara Gideon,36,213,62,16.90140845,29.10798122,12.20657277
"Maine, Perry",Sara Gideon,152,472,206,32.20338983,43.6440678,11.44067797
"Maine, Peru",Sara Gideon,222,913,322,24.31544359,35.26834611,10.95290252
"Maine, Phillips",Sara Gideon,202,653,252,30.93415008,38.59111792,7.656967841
"Maine, Phippsburg",Sara Gideon,645,1572,794,41.03053435,50.50890585,9.478371501
"Maine, Piscataquis Cty Townshps",Sara Gideon,21,84,26,25,30.95238095,5.952380952
"Maine, Pittsfield",Sara Gideon,597,2051,817,29.10775232,39.83422721,10.72647489
"Maine, Pittston",Sara Gideon,539,1784,691,30.21300448,38.73318386,8.520179372
"Maine, Pleasant Ridge Plt.",Sara Gideon,5,54,12,9.259259259,22.22222222,12.96296296
"Maine, Plymouth",Sara Gideon,161,746,230,21.58176944,30.8310992,9.249329759
"Maine, Poland",Sara Gideon,1154,3501,1513,32.96201085,43.21622394,10.25421308
"Maine, Portage Lake",Sara Gideon,60,268,99,22.3880597,36.94029851,14.55223881
"Maine, Porter",Sara Gideon,254,874,328,29.0617849,37.52860412,8.466819222
"Maine, Pownal",Sara Gideon,534,1210,685,44.1322314,56.61157025,12.47933884
"Maine, Presque Isle",Sara Gideon,1319,4224,1859,31.22632576,44.01041667,12.78409091
"Maine, Princeton",Sara Gideon,91,468,118,19.44444444,25.21367521,5.769230769
"Maine, Prospect",Sara Gideon,136,427,170,31.8501171,39.81264637,7.962529274
"Maine, Randolph",Sara Gideon,378,1036,467,36.48648649,45.07722008,8.590733591
"Maine, Rangeley",Sara Gideon,216,757,294,28.5336856,38.83751651,10.30383091
"Maine, Rangeley Plt.",Sara Gideon,46,146,57,31.50684932,39.04109589,7.534246575
"Maine, Raymond",Sara Gideon,1242,3140,1589,39.55414013,50.60509554,11.05095541
"Maine, Readfield",Sara Gideon,761,1826,943,41.67579409,51.64293538,9.967141292
"Maine, Reed Plt.",Sara Gideon,11,80,23,13.75,28.75,15
"Maine, Richmond",Sara Gideon,743,2090,934,35.55023923,44.68899522,9.138755981
"Maine, Ripley",Sara Gideon,64,299,100,21.40468227,33.44481605,12.04013378
"Maine, Robbinston",Sara Gideon,107,351,128,30.48433048,36.46723647,5.982905983
"Maine, Rome",Sara Gideon,258,711,340,36.28691983,47.81997187,11.53305204
"Maine, Roque Bluffs",Sara Gideon,84,183,101,45.90163934,55.19125683,9.289617486
"Maine, Roxbury",Sara Gideon,66,244,89,27.04918033,36.47540984,9.426229508
"Maine, Rumford",Sara Gideon,997,2852,1275,34.95792426,44.70546985,9.747545582
"Maine, Sabattus",Sara Gideon,834,2886,1034,28.8981289,35.82813583,6.93000693
"Maine, Saint Agatha",Sara Gideon,222,638,292,34.79623824,45.76802508,10.97178683
"Maine, Sanford",Sara Gideon,4228,10889,5392,38.82817522,49.51786206,10.68968684
"Maine, Sangerville",Sara Gideon,193,752,255,25.66489362,33.90957447,8.244680851
"Maine, Searsmont",Sara Gideon,329,935,430,35.18716578,45.98930481,10.80213904
"Maine, Searsport",Sara Gideon,665,1603,843,41.48471616,52.58889582,11.10417966
"Maine, Sebago",Sara Gideon,433,1277,529,33.90759593,41.42521535,7.517619421
"Maine, Sebec",Sara Gideon,80,425,117,18.82352941,27.52941176,8.705882353
"Maine, Seboeis Plt.",Sara Gideon,11,41,22,26.82926829,53.65853659,26.82926829
"Maine, Shapleigh",Sara Gideon,518,1781,704,29.08478383,39.52835486,10.44357103
"Maine, Sherman",Sara Gideon,97,661,157,14.67473525,23.75189107,9.077155825
"Maine, Shirley",Sara Gideon,21,132,34,15.90909091,25.75757576,9.848484848
"Maine, Sidney",Sara Gideon,897,2954,1184,30.36560596,40.08124577,9.71563981
"Maine, Skowhegan",Sara Gideon,1338,4172,1876,32.07094919,44.96644295,12.89549377
"Maine, Smithfield",Sara Gideon,201,636,269,31.60377358,42.29559748,10.6918239
"Maine, Smyrna",Sara Gideon,28,154,46,18.18181818,29.87012987,11.68831169
"Maine, Solon",Sara Gideon,158,625,243,25.28,38.88,13.6
"Maine, Somerset Cty Townships",Sara Gideon,48,243,63,19.75308642,25.92592593,6.172839506
"Maine, Somerville",Sara Gideon,107,358,131,29.88826816,36.59217877,6.703910615
"Maine, Sorrento",Sara Gideon,72,188,89,38.29787234,47.34042553,9.042553191
"Maine, South Thomaston",Sara Gideon,468,996,574,46.98795181,57.63052209,10.64257028
"Maine, Southport",Sara Gideon,220,495,306,44.44444444,61.81818182,17.37373737
"Maine, Springfield",Sara Gideon,19,158,26,12.02531646,16.4556962,4.430379747
"Maine, St. Albans",Sara Gideon,233,1182,321,19.71235195,27.15736041,7.44500846
"Maine, St. Francis",Sara Gideon,99,245,121,40.40816327,49.3877551,8.979591837
"Maine, St. John Plt.",Sara Gideon,54,166,63,32.53012048,37.95180723,5.421686747
"Maine, Stacyville",Sara Gideon,22,205,38,10.73170732,18.53658537,7.804878049
"Maine, Standish",Sara Gideon,2207,6075,2820,36.32921811,46.41975309,10.09053498
"Maine, Starks",Sara Gideon,96,378,137,25.3968254,36.24338624,10.84656085
"Maine, Stetson",Sara Gideon,166,767,217,21.64276402,28.29204694,6.64928292
"Maine, Steuben",Sara Gideon,191,660,245,28.93939394,37.12121212,8.181818182
"Maine, Stockholm",Sara Gideon,27,162,70,16.66666667,43.20987654,26.54320988
"Maine, Stockton Springs",Sara Gideon,432,1057,529,40.87038789,50.04730369,9.176915799
"Maine, Stoneham",Sara Gideon,70,184,83,38.04347826,45.10869565,7.065217391
"Maine, Stow",Sara Gideon,104,254,126,40.94488189,49.60629921,8.661417323
"Maine, Strong",Sara Gideon,185,813,266,22.75522755,32.71832718,9.963099631
"Maine, Sullivan",Sara Gideon,276,716,354,38.54748603,49.44134078,10.89385475
"Maine, Sumner",Sara Gideon,166,555,206,29.90990991,37.11711712,7.207207207
"Maine, Surry",Sara Gideon,471,1099,596,42.85714286,54.2311192,11.37397634
"Maine, Swan's Island",Sara Gideon,96,264,132,36.36363636,50,13.63636364
"Maine, Swanville",Sara Gideon,254,827,339,30.71342201,40.99153567,10.27811366
"Maine, Sweden",Sara Gideon,123,282,165,43.61702128,58.5106383,14.89361702
"Maine, Talmadge",Sara Gideon,11,31,13,35.48387097,41.93548387,6.451612903
"Maine, Temple",Sara Gideon,134,331,172,40.48338369,51.96374622,11.48036254
"Maine, The Forks Plt.",Sara Gideon,12,39,18,30.76923077,46.15384615,15.38461538
"Maine, Thomaston",Sara Gideon,704,1667,960,42.23155369,57.5884823,15.35692861
"Maine, Thorndike",Sara Gideon,168,444,228,37.83783784,51.35135135,13.51351351
"Maine, Topsfield",Sara Gideon,17,123,24,13.82113821,19.51219512,5.691056911
"Maine, Tremont",Sara Gideon,467,1039,590,44.94706449,56.78537055,11.83830606
"Maine, Trenton",Sara Gideon,379,989,509,38.32153691,51.4661274,13.1445905
"Maine, Troy",Sara Gideon,172,589,233,29.20203735,39.55857385,10.3565365
"Maine, Turner",Sara Gideon,1003,3423,1288,29.30178206,37.62781186,8.326029798
"Maine, Union",Sara Gideon,547,1559,726,35.08659397,46.56831302,11.48171905
"Maine, Unity",Sara Gideon,358,943,444,37.96394486,47.08377519,9.119830329
"Maine, Upton",Sara Gideon,14,63,16,22.22222222,25.3968254,3.174603175
"Maine, Van Buren",Sara Gideon,320,890,471,35.95505618,52.92134831,16.96629213
"Maine, Vanceboro",Sara Gideon,20,92,28,21.73913043,30.43478261,8.695652174
"Maine, Vassalboro",Sara Gideon,833,2551,1075,32.65386123,42.14033712,9.486475892
"Maine, Veazie",Sara Gideon,494,1220,646,40.49180328,52.95081967,12.45901639
"Maine, Verona",Sara Gideon,114,349,158,32.66475645,45.2722063,12.60744986
"Maine, Vienna",Sara Gideon,143,402,186,35.5721393,46.26865672,10.69651741
"Maine, Wade",Sara Gideon,37,145,53,25.51724138,36.55172414,11.03448276
"Maine, Waite",Sara Gideon,13,50,18,26,36,10
"Maine, Waldo",Sara Gideon,172,589,227,29.20203735,38.53989813,9.337860781
"Maine, Waldoboro",Sara Gideon,1012,2928,1294,34.56284153,44.19398907,9.631147541
"Maine, Wales",Sara Gideon,193,912,275,21.1622807,30.15350877,8.99122807
"Maine, Wallagrass",Sara Gideon,126,292,153,43.15068493,52.39726027,9.246575342
"Maine, Waltham",Sara Gideon,52,230,68,22.60869565,29.56521739,6.956521739
"Maine, Warren",Sara Gideon,685,2239,919,30.59401519,41.04510942,10.45109424
"Maine, Washburn",Sara Gideon,202,818,278,24.69437653,33.98533007,9.290953545
"Maine, Washington",Sara Gideon,317,984,415,32.21544715,42.17479675,9.959349593
"Maine, Washington Cty Townships",Sara Gideon,7,30,9,23.33333333,30,6.666666667
"Maine, Waterboro",Sara Gideon,1469,4483,1861,32.76823556,41.5123801,8.744144546
"Maine, Waterford",Sara Gideon,367,1034,452,35.49323017,43.71373308,8.220502901
"Maine, Wayne",Sara Gideon,403,872,506,46.21559633,58.02752294,11.81192661
"Maine, Webster Plt.",Sara Gideon,7,38,9,18.42105263,23.68421053,5.263157895
"Maine, Weld",Sara Gideon,114,303,149,37.62376238,49.17491749,11.55115512
"Maine, Wellington",Sara Gideon,35,116,50,30.17241379,43.10344828,12.93103448
"Maine, Wells",Sara Gideon,3564,7968,4465,44.72891566,56.03664659,11.30773092
"Maine, Wesley",Sara Gideon,23,78,27,29.48717949,34.61538462,5.128205128
"Maine, West Bath",Sara Gideon,581,1399,737,41.52966405,52.68048606,11.15082202
"Maine, West Forks Plt.",Sara Gideon,16,54,21,29.62962963,38.88888889,9.259259259
"Maine, West Gardiner",Sara Gideon,756,2377,1000,31.80479596,42.06983593,10.26503997
"Maine, West Paris",Sara Gideon,287,951,372,30.1787592,39.11671924,8.937960042
"Maine, Westfield",Sara Gideon,63,268,92,23.50746269,34.32835821,10.82089552
"Maine, Westmanland",Sara Gideon,19,55,30,34.54545455,54.54545455,20
"Maine, Weston",Sara Gideon,49,181,55,27.0718232,30.38674033,3.314917127
"Maine, Westport",Sara Gideon,240,549,303,43.71584699,55.19125683,11.47540984
"Maine, Whitefield",Sara Gideon,514,1481,688,34.70627954,46.45509791,11.74881837
"Maine, Whiting",Sara Gideon,122,365,147,33.42465753,40.2739726,6.849315068
"Maine, Whitneyville",Sara Gideon,41,129,55,31.78294574,42.63565891,10.85271318
"Maine, Willimantic",Sara Gideon,15,90,20,16.66666667,22.22222222,5.555555556
"Maine, Wilton",Sara Gideon,773,2168,978,35.65498155,45.11070111,9.455719557
"Maine, Windham",Sara Gideon,4617,11446,5782,40.33723572,50.51546392,10.1782282
"Maine, Windsor",Sara Gideon,360,1436,477,25.06963788,33.21727019,8.147632312
"Maine, Winn",Sara Gideon,39,203,60,19.21182266,29.55665025,10.34482759
"Maine, Winslow",Sara Gideon,1668,4681,2184,35.63341166,46.65669729,11.02328562
"Maine, Winter Harbor",Sara Gideon,116,326,145,35.58282209,44.47852761,8.895705521
"Maine, Winterport",Sara Gideon,785,2333,1034,33.64766395,44.32061723,10.67295328
"Maine, Winterville Plt.",Sara Gideon,42,125,49,33.6,39.2,5.6
"Maine, Winthrop",Sara Gideon,1562,3753,1963,41.6200373,52.30482281,10.6847855
"Maine, Wiscasset",Sara Gideon,863,2322,1114,37.166236,47.97588286,10.80964686
"Maine, Woodland",Sara Gideon,161,664,239,24.24698795,35.9939759,11.74698795
"Maine, Woodstock",Sara Gideon,305,945,368,32.27513228,38.94179894,6.666666667
"Maine, Woodville",Sara Gideon,17,136,19,12.5,13.97058824,1.470588235
"Maine, Woolwich",Sara Gideon,799,2153,1035,37.1110079,48.07245704,10.96144914
"Massachusetts, Acushnet",Ed Markey,2870,5900,2664,48.6440678,45.15254237,-3.491525424
"Massachusetts, Agawam",Ed Markey,7455,15647,7794,47.64491596,49.81146546,2.166549498
"Massachusetts, Berkley",Ed Markey,1855,4039,1764,45.92720971,43.67417678,-2.253032929
"Massachusetts, Blackstone",Ed Markey,2483,5039,2450,49.27564993,48.62075809,-0.654891844
"Massachusetts, Blandford",Ed Markey,283,764,307,37.04188482,40.18324607,3.141361257
"Massachusetts, Brimfield",Ed Markey,1061,2283,1063,46.4739378,46.56154183,0.08760403
"Massachusetts, Brookfield",Ed Markey,961,2012,946,47.76341948,47.01789264,-0.745526839
"Massachusetts, Carver",Ed Markey,3342,6831,3277,48.92402284,47.97247841,-0.95154443
"Massachusetts, Charlton",Ed Markey,3651,7972,3759,45.79779227,47.15253387,1.354741596
"Massachusetts, Chester",Ed Markey,308,727,313,42.36588721,43.05364512,0.687757909
"Massachusetts, Dighton",Ed Markey,2182,4594,2139,47.49673487,46.56073139,-0.936003483
"Massachusetts, Douglas",Ed Markey,2461,5475,2458,44.94977169,44.89497717,-0.054794521
"Massachusetts, Dudley",Ed Markey,2795,6007,2744,46.52904944,45.68003995,-0.849009489
"Massachusetts, East Bridgewater",Ed Markey,4255,8595,4183,49.50552647,48.66783013,-0.837696335
"Massachusetts, East Brookfield",Ed Markey,625,1346,593,46.43387816,44.0564636,-2.377414562
"Massachusetts, Freetown",Ed Markey,2545,5383,2483,47.27846926,46.12669515,-1.151774104
"Massachusetts, Granville",Ed Markey,398,967,402,41.1582213,41.57187177,0.413650465
"Massachusetts, Halifax",Ed Markey,2359,4797,2354,49.17656869,49.07233688,-0.104231812
"Massachusetts, Hampden",Ed Markey,1538,3287,1539,46.79038637,46.82080925,0.030422878
"Massachusetts, Hanover",Ed Markey,4709,9506,4910,49.53713444,51.65158847,2.114454029
"Massachusetts, Hanson",Ed Markey,3249,6642,3244,48.91598916,48.84071063,-0.075278531
"Massachusetts, Holland",Ed Markey,684,1518,698,45.05928854,45.98155468,0.92226614
"Massachusetts, Huntington",Ed Markey,585,1201,585,48.70940883,48.70940883,0
"Massachusetts, Lakeville",Ed Markey,3307,7198,3336,45.94331759,46.34620728,0.402889692
"Massachusetts, Middleborough",Ed Markey,6416,13514,6324,47.47669084,46.79591535,-0.680775492
"Massachusetts, Middleton",Ed Markey,2779,5779,2764,48.08790448,47.828344,-0.259560478
"Massachusetts, Millville",Ed Markey,835,1812,821,46.0816777,45.30905077,-0.772626932
"Massachusetts, Monroe",Ed Markey,23,59,28,38.98305085,47.45762712,8.474576271
"Massachusetts, Monson",Ed Markey,2461,5051,2446,48.72302514,48.42605425,-0.296970897
"Massachusetts, Montgomery",Ed Markey,225,548,246,41.05839416,44.89051095,3.832116788
"Massachusetts, North Brookfield",Ed Markey,1216,2687,1181,45.25493115,43.95236323,-1.30256792
"Massachusetts, Oakham",Ed Markey,571,1238,554,46.12277868,44.74959612,-1.373182553
"Massachusetts, Oxford",Ed Markey,3610,7465,3593,48.35900871,48.1312793,-0.227729404
"Massachusetts, Phillipston",Ed Markey,470,1078,465,43.59925788,43.13543599,-0.463821892
"Massachusetts, Rehoboth",Ed Markey,3648,7738,3650,47.14396485,47.16981132,0.025846472
"Massachusetts, Rochester",Ed Markey,1745,3750,1762,46.53333333,46.98666667,0.453333333
"Massachusetts, Russell",Ed Markey,380,907,366,41.89636163,40.35281147,-1.543550165
"Massachusetts, Southwick",Ed Markey,2319,5621,2360,41.25600427,41.98541185,0.729407579
"Massachusetts, Spencer",Ed Markey,3104,6367,2989,48.75137427,46.94518612,-1.806188158
"Massachusetts, Sutton",Ed Markey,2961,6204,3091,47.72727273,49.82269504,2.095422308
"Massachusetts, Templeton",Ed Markey,2079,4409,2061,47.15354956,46.74529372,-0.40825584
"Massachusetts, Tolland",Ed Markey,129,323,136,39.9380805,42.10526316,2.167182663
"Massachusetts, Wales",Ed Markey,432,1061,429,40.71630537,40.43355325,-0.282752121
"Massachusetts, Warren",Ed Markey,1204,2555,1149,47.12328767,44.97064579,-2.152641879
"Michigan, Alcona County",Gary Peters,2284,6997,2142,32.6425611,30.61311991,-2.029441189
"Michigan, Alger County",Gary Peters,2089,5082,2053,41.10586383,40.39748131,-0.708382527
"Michigan, Allegan County",Gary Peters,22939,66443,24449,34.52432912,36.79695378,2.272624656
"Michigan, Alpena County",Gary Peters,6273,16771,6000,37.40385189,35.77604198,-1.62780991
"Michigan, Antrim County",Gary Peters,5758,15877,5960,36.26629716,37.53857782,1.272280658
"Michigan, Arenac County",Gary Peters,3085,8712,2774,35.41092746,31.84113866,-3.569788797
"Michigan, Baraga County",Gary Peters,1528,4000,1478,38.2,36.95,-1.25
"Michigan, Barry County",Gary Peters,11369,35570,11797,31.9623278,33.16558898,1.203261175
"Michigan, Bay County",Gary Peters,27072,59472,26151,45.52058111,43.97195319,-1.548627926
"Michigan, Benzie County",Gary Peters,5328,12169,5480,43.78338401,45.03245953,1.24907552
"Michigan, Berrien County",Gary Peters,34777,81119,37438,42.87158372,46.1519496,3.280365882
"Michigan, Branch County",Gary Peters,6119,20280,6159,30.17258383,30.36982249,0.197238659
"Michigan, Calhoun County",Gary Peters,28145,65556,28877,42.93275978,44.04936238,1.116602599
"Michigan, Cass County",Gary Peters,8565,25851,9130,33.13218057,35.31778268,2.185602104
"Michigan, Charlevoix County",Gary Peters,6664,16888,6939,39.45997158,41.08834676,1.628375178
"Michigan, Cheboygan County",Gary Peters,5475,15734,5437,34.79725435,34.55573916,-0.24151519
"Michigan, Chippewa County",Gary Peters,6729,17489,6648,38.47561324,38.01246498,-0.463148265
"Michigan, Clare County",Gary Peters,5372,16108,5199,33.34988825,32.27588776,-1.074000497
"Michigan, Clinton County",Gary Peters,21490,47415,21968,45.32320995,46.33132975,1.008119793
"Michigan, Crawford County",Gary Peters,2653,7780,2672,34.10025707,34.34447301,0.244215938
"Michigan, Delta County",Gary Peters,7827,20917,7606,37.41932399,36.36276713,-1.056556868
"Michigan, Dickinson County",Gary Peters,4881,14486,4744,33.69460168,32.74886097,-0.945740715
"Michigan, Emmet County",Gary Peters,9216,22022,9662,41.84906003,43.87430751,2.02524748
"Michigan, Gladwin County",Gary Peters,4905,14364,4524,34.14786967,31.49540518,-2.652464495
"Michigan, Gogebic County",Gary Peters,3556,8132,3570,43.72848008,43.90063945,0.17215937
"Michigan, Grand Traverse County",Gary Peters,27291,59840,28683,45.60661765,47.93282086,2.326203209
"Michigan, Gratiot County",Gary Peters,6856,18948,6693,36.18323834,35.32298923,-0.860249103
"Michigan, Hillsdale County",Gary Peters,6237,22942,5883,27.18594717,25.64292564,-1.543021533
"Michigan, Houghton County",Gary Peters,7941,18350,7750,43.27520436,42.23433243,-1.040871935
"Michigan, Huron County",Gary Peters,6021,17976,5490,33.49465955,30.54072096,-2.953938585
"Michigan, Ionia County",Gary Peters,10639,31762,10901,33.49600151,34.32088659,0.824885083
"Michigan, Iosco County",Gary Peters,5804,15135,5373,38.34819954,35.50049554,-2.847703997
"Michigan, Iron County",Gary Peters,2554,6719,2493,38.01160887,37.10373567,-0.907873195
"Michigan, Isabella County",Gary Peters,13849,29085,14072,47.61560942,48.38232766,0.76671824
